Total,| 3676|25808,|10867,| 1579,|41930,,|  165| 1816,|  736,|,67,| 2784,,|44714
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
AVERAGE AGE,|  19.93  |  30.27  |  45.04  |  60.70  |  34.34,,,,,|  19.86  |  31.34  |  44.53  |  59.48  |  34.83,,,,,,|  34.37
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
WHITE MALE,|  992  27| 7820  30| 4176  38|  891  56|13879  33 |,00|,0,0|,0,0|,,00|,0,0 |13879  31,
NON WHITE MALE,| 2684  73|17988  70| 6691  62|  688  44|28051  67 |,00|,0,0|,0,0|,,00|,0,0 |28051  63,
WHITE FEMALE,|00|00|00|00|00 |,69  42|  769  42|  297  40|,,,,,,38  57| 1173  42 | 1173,,,3
NON WHITE FEMALE,|00|00|00|00|00 |,96  58| 1047  58|  439  60|,,,,,,29  43| 1611  58 | 1611,,,4
Total,| 3676|25808,|10867,| 1579,|41930,,|  165| 1816,|  736,|,67,| 2784,,|44714
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
AVERAGE IQ,| 100.41  | 100.00  |  96.14  |  93.47  |  98.81,,,,,|  98.88  |  92.94  |  84.45  |  81.52  |  90.76,,,,,,|  98.31
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|95.8|,95.8|,94.3|,90.7|,95.2 |,,95.2|,94.9|,96.1|,92.5|95.2 |,95.2
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT REPORTED,|  155,| 1073,|  621,|  147,| 1996,|,8|,92|,29|,5|  134,| 2130
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|92.0|,96.0|,95.5|,,94.9|95.5 |,,98.2|,97.6|,99.3|,94.0|,98.0 |95.7
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|  293,| 1025,|  484,|,80| 1882,|,3|,44|,5|,4|,56| 1938
WELFARE,|  2889| 1943,8|  685,7|,80,5| 2996,7 |,,28  17|  295  17|84  11|,,12|  408  15 | 3404,8
OCC EMPLOY,|  328  10| 2199,9|  534,5|,43,3| 3104,8 |,,11|141|41|,,23|211 | 3125,7
MINIMUM STD,| 1492  44| 9884  40| 4347  42|  719  48|16442  41 |,,,,,,,50  31|  573  32|  290  40|,,33  52|  946  35 |17388  41,
MIDDLE,| 1260  37|10572  43| 4742  46|  640  43|17214  43 |,,,,,,,80  49|  849  48|  335  46|,,24  38| 1288  47 |18502  43,
OTHER,|150|  185,1|75,1|,17,1|  292,1 |,,32|412|182|,,35|652 |  357,1
RURAL/FARM|19,1|  586,2|  709,7|  290  19| 1604,4 |,,11|,64,4|,52,7|,,9  15|  1265 | 1730,4
RURAL/NFARM|96,3| 1529,6|  719,7|  1228| 2466,6 |,,19  12|  192  11|,,,53,7|,,58|  269  10 | 2735,6
S.M.S.A| 1334  38| 9243  37| 3679  35|  418  27|14674  36 |,,,,,,31  19|  295  17|  132  18|,,,,,,14  23|  472  17 |15146  35,
URBAN|  728  21| 4460  18| 1716  16|  175  11| 7079  17 |,,,,,,53  33|  548  31|  248  34|,,,,,,13  21|  862  32 | 7941  18,
SMALL TOWN| 1353  38| 9222  37| 3665  35|  514  34|14754  36 |,,,,,,55  34|  668  38|  238  33|,,,,,,17  28|  978  36 |15732  36,
OTHER|14,0|  135,1|58,1|70|  214,1 |,,21|,11,1|,7,1|,,35|231 |  237,1
------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
Total reported| 3544 100|25175 100|10546 100| 1526 100|40791 100 |  161 100| 1778 100|  730 100|,,,,,,,,,,,,61 100| 2730 100 |43521 100,
|,|,|,||,|,,|,,|,,|,,||,
Percent reported|96.4|,97.5|,97.0|,96.6|97.3 |,,,97.6|,97.9|,,99.2|,,,91.0|98.1 |97.3,
|,|,|,||,|,,|,,|,,|,,||,
|,|,|,||,|,,|,,|,,|,,||,
NOT RPTD|  132,|  633,|  321,|53| 1139,|,,4|,38,|,6,|,,6|54| 1193,
LESS THAN GRADE 7|49,1|  435,2|  460,4|  308  20| 1252,3 |,,00|,19,1|,223|,,,9  14|50,2 | 1302,3
GRADE 7|98,3|  580,2|  357,3|  1228| 1157,3 |,,43|,54,3|,132|,,,23|73,3 | 1230,3
GRADE 8|  484  14| 2035,,8|  915,9|  162  11| 3596,9 |,,22  14|  150,,9|,507|,,,58|  227,8 | 3823,9
GRADE 9|  894  25| 3905  15| 1271  12|  149  10| 6219  15 |,,,,,,34  21|  243  14|,,,679|,,,46|  348  13 | 6567  15,,
GRADE 10| 1031  29| 5515  22| 1695  16|  162  11| 8403  21 |,,,,,,42  26|  308  18|,,,87  12|,,,10  16|  447  17 | 8850  20,,
GRADE 11|  736  21| 5107  20| 1400  13|  118,,,8| 7361  18 |,,,35  22|  292  17|,,,96  14|,,,69|  429  16 | 7790  18,,
GRADE 12|  209,6| 5234  21| 2630  25|  294  19| 8367  20 |,,,,,17  11|  293  17|  159  22|,,,,,,12  19|  481  18 | 8848  20,,
MORE THAN GRADE 12  |45,1| 2421  10| 1837  17|  222  14| 4525  11 |,,,,,64|  395  23|  217  31|,,,,,,16  25|  634  24 | 5159  12,,
------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,
Total reported| 3546 100|25232 100|10565 100| 1537 100|40880 100 |  160 100| 1754 100|  711 100|,,,,,,,,,,,,64 100| 2689 100 |43569 100,,
|,|,|,||,|,,|,,|,|,,,|,|,
Percent reported|96.5|,97.8|,97.2|,97.3|97.5 |,,,97.0|,96.6|,,96.6|,,,95.5|96.6 |,97.4,
|,|,|,||,|,,|,,|,|,,,|,|,
|,|,|,||,|,,|,,|,|,,,|,|,
