Total,| 3127,|27077,|13078,| 2219,|45501,|  170,| 1858,| 1004,|,86,| 3118,|48619
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
Total,| 3127,|27077,|13078,| 2219,|45501,|  170,| 1858,| 1004,|,86,| 3118,|48619
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,88.6|,92.2|,91.6|,88.3|,91.6 |,84.1|,91.9|,91.1|,86.0|,91.1 |,91.5
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|94.0|,96.0|,95.8|,,95.9|95.8 |,,97.6|,98.6|,97.9|,94.2|,98.2 |95.9
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|  188,| 1089,|  549,|,91| 1917,|,4|,26|,21|,5|,56| 1973
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,95.2|,96.8|,96.4|,96.7|,96.6 |,97.1|,98.7|,98.3|,94.2|,98.3 |,96.7
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
LESS THAN GRADE 7|40,1|  589,2|  432,3|  339  16| 14003 |,,,21|,31,2|,21,2|,,9  11|63,2 | 14633
GRADE 7|66,2|  627,2|  372,3|  1487| 12133 |,,,11|,48,3|,23,2|,,34|75,3 | 12883
GRADE 8|  438  15| 2443,,9| 1105,9|  242  11| 4228  10 |,,,18  11|  174  10|,,,68,7|,,56|  265,9 | 4493  10
GRADE 9|  714  24| 4410  17| 1629  13|  216  10| 6969  16 |,,,,,,33  20|  238  13|  107  11|,,,,,,45|  382  13 | 7351  16,
GRADE 10|  833  28| 5876  22| 2028  16|  243  11| 8980  20 |,,,,,,38  23|  285  16|  138  14|,,,,,,12  15|  473  16 | 9453  20,
GRADE 11|  650  22| 5294  20| 1763  14|  174,,,8| 7881  18 |,,,42  26|  276  15|  109  11|,,,,,,45|  431  14 | 8312  18,
GRADE 12|  200,7| 4698  18| 3263  26|  439  20| 8600  20 |,,,,,149|  264  15|  216  22|,,,,,,17  21|  511  17 | 9111  19,
MORE THAN GRADE 12  |35,1| 2285,9| 2033  16|  356  17| 4709  11 |,,,,149|  470  26|  282  29|,,,,,,28  34|  794  27 | 5503  12,
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
Total reported| 2976 100|26222 100|12625 100| 2157 100|43980 100 |  162 100| 1786 100|  964 100|,,,,,,,,,,,,82 100| 2994 100 |46974 100,
|,|,|,|||,,,|,,|,,|,,|,|
Percent reported|95.2|,96.8|,96.5|,97.2|96.7 |,,,95.3|,96.1|,,96.0|,,,95.3|96.0 |,96.6
|,|,|,|||,,,|,,|,,|,,|,|
|,|,|,|||,,,|,,|,,|,,|,|
NOT REPORTED|  151,|  855,|  453,|62| 1521|,,,8|,72,|,40,|,,4|  124,| 1645
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
Total| 3127,|27077,|13078,| 2219|45501|  170,,,| 1858,,| 1004,,|,,86| 3118,|48619
