Total,| 3137,|26910,|12931,| 2193,|45171,|  166,| 1876,| 1001,|,87,| 3130,|48301
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
Total,| 3137,|26910,|12931,| 2193,|45171,|  166,| 1876,| 1001,|,87,| 3130,|48301
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,89.1|,92.4|,91.6|,88.6|,91.8 |,89.2|,90.6|,90.1|,83.9|,90.2 |,91.7
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|93.3|,96.0|,95.8|,,95.9|95.7 |,,100.0|,98.6|,97.7|,94.3|,98.3 |95.9
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|  210,| 1080,|  548,|,91| 1929,|,0|,26|,23|,5|,54| 1983
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,94.7|,96.9|,96.4|,96.7|,96.6 |,99.4|,98.7|,98.1|,94.3|,98.4 |,96.7
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
LESS THAN GRADE 7|45,2|  565,2|  429,3|  341  16| 13803 |,,,32|29,2|,,22,2|,,9  11|63,2 | 14433
GRADE 7|63,2|  622,2|  365,3|  1447| 11943 |,,,11|43,2|,,25,3|,,34|72,2 | 12663
GRADE 8|  442  15| 2398,,9| 1101,9|  231  11| 4172  10 |,,,159|  174  10|,,,69,7|,,67|  264,9 | 4436  10
GRADE 9|  706  24| 4356  17| 1618  13|  211  10| 6891  16 |,,,,,,31  19|  257  14|  108  11|,,,,,,45|  400  13 | 7291  16,
GRADE 10|  849  29| 5867  23| 1991  16|  241  11| 8948  20 |,,,,,,38  24|  288  16|  132  14|,,,,,,14  17|  472  16 | 9420  20,
GRADE 11|  653  22| 5304  20| 1735  14|  174,,,8| 7866  18 |,,,39  24|  285  16|  106  11|,,,,,,45|  434  14 | 8300  18,
GRADE 12|  173,6| 4674  18| 3237  26|  436  20| 8520  20 |,,,,,159|  274  15|  220  23|,,,,,,19  23|  528  18 | 9048  19,
MORE THAN GRADE 12  |37,1| 2283,9| 2006  16|  354  17| 4680  11 |,,,,19  12|  453  25|  277  29|,,,,,,25  30|  774  26 | 5454  12,
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
Total reported| 2968 100|26069 100|12482 100| 2132 100|43651 100 |  161 100| 1803 100|  959 100|,,,,,,,,,,,,84 100| 3007 100 |46658 100,
|,|,|,|||,,,|,|,,,|,,|,|
Percent reported|94.6|,96.9|,96.5|,97.2|96.6 |,,,97.0|96.1|,,,95.8|,,,96.6|96.1 |,96.6
|,|,|,|||,,,|,|,,,|,,|,|
|,|,|,|||,,,|,|,,,|,,|,|
NOT REPORTED|  169,|  841,|  449,|61| 1520|,,,5|73,|,,42,|,,3|  123,| 1643
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
Total| 3137,|26910,|12931,| 2193|45171|  166,,,| 1876,| 1001,,,|,,87| 3130,|48301
|,|,|,|||,,,|,|,,,|,,|,|
|,|,|,|||,,,|,|,,,|,,|,|
|,|,|,|||,,,|,|,,,|,,|,|
|,|,|,|||,,,|,|,,,|,,|,|
|,|,|,|||,,,|,|,,,|,,|,|
AVG EDUCATION LEVEL |9.76  |  10.79  |  11.54  |  10.43  |  10.92,,,|  11.50  |  13.35  |  13.68  |  12.30  |  13.32,,,,,,,,,,|  11.07
LESS THAN GRADE 6| 1117  40| 8621  35| 4976  42|  888  45|15602  37 |,37  25|  399  23|  273  30|,29  39|  738  26 |16340  37
6TH THRU 8TH GRADE  |  632  23| 5566  22| 2560  22|  367  19| 9125  22 |,30  20|  314  18|  177  20|,10  13|  531  19 | 9656  22
GRADE 9|  2338| 23259|  9088|  1498| 36159 |,128|  1489|607|,34|  2238 | 38389
GRADE 10|  1214| 11985|  4414|804| 18404 |,85|875|303|,57|  1305 | 19704
GRADE 11|  1254| 11515|  4524|653| 17934 |,53|744|344|,57|  1184 | 19114
GRADE 12|  375  13| 3998  16| 1924  16|  361  18| 6658  16 |,96|  1479|728|,45|  2328 | 6890  15
MORE THAN GRADE 12  |  1977| 21158|  6135|714| 29967 |,47  32|  531  31|  255  28|,19  25|  852  30 | 38489
---------------------------------------------------------------------------------------------------------------------------------,,
Total reported| 2800 100|24974 100|11874 100| 1981 100|41629 100 |  148 100| 1700 100|  901 100|,,75 100| 2824 100 |44453 100
||||||,|||,||
Percent reported|89.3|92.8|91.8|90.3|92.2 |,89.2|90.6|90.0|,86.2|90.2 |92.0
||||||,|||,||
||||||,|||,||
NOT REPORTED|  337| 1936| 1057|  212| 3542|,18|  176|  100|,12|  306| 3848
---------------------------------------------------------------------------------------------------------------------------------,,
Total| 3137|26910|12931| 2193|45171|  166,| 1876| 1001|,87| 3130|48301
||||||,|||,||
||||||,|||,||
||||||,|||,||
||||||,|||,||
||||||,|||,||
AVG READING SCORE|7.61  |8.03  |7.34  |7.10  |7.76|,9.17  |9.33  |8.69  |,8.05  |9.08|7.85
GRADE 9|  218,8| 2446  10|  909,8|  138,7| 3711,9 |,15  10|  226  13|,86  10|,5,7|  332  12 | 4043,9
GRADE 10|  116,4| 13926|  639,5|  133,7| 2280,5 |,19  13|  1358|,546|,7,9|  2158 | 2495,6
GRADE 11|63,2|  8423|  400,3|96,5| 1401,3 |,43|775|,344|,6,8|  1214 | 1522,3
GRADE 12|33,1|  4922|  309,3|93,5|  927,2 |,53|191|,162|,1,1|411 |  968,2
MORE THAN GRADE 12  |22,1|  2291|84,1|16,1|  351,1 |,53|523|,243|,3,4|843 |  435,1
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Total reported| 2800 100|24976 100|11885 100| 1982 100|41643 100 |  148 100| 1700 100|  902 100|,,,,,,,75 100| 2825 100 |44468 100,,
|,||,|,|,|,||,|,,||,
Percent reported|89.3|,92.8|91.9|,90.4|,92.2 |,,89.2|90.6|,90.1|,86.2|,90.3 |92.1,
|,||,|,|,|,||,|,,||,
|,||,|,|,|,||,|,,||,
NOT REPORTED|  337,| 1934| 1046,|  211,| 3528,|,18|  176|,99|,12,|  305| 3833,
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Total| 3137,|26910|12931,| 2193,|45171,|  166,| 1876| 1001,|,87,| 3130|48301,
|,||,|,|,|,||,|,,||,
|,||,|,|,|,||,|,,||,
|,||,|,|,|,||,|,,||,
|,||,|,|,|,||,|,,||,
|,||,|,|,|,||,|,,||,
AVG MATH SCORE|6.80  |,7.15  |6.76  |,6.55  |,6.99,|,7.78  |7.65  |,7.02  |,6.64  |,7.43|7.01,
6TH THRU 8TH GRADE  |  842  30| 7597  30| 2893  24|  429  22|11761  28 |47  32|  538  32|  272  30|,15  20|  872  31 |12633  28
GRADE 9|  2288| 19798|  6375|834| 29277 |18  12|  185  11|758|,8  11|  286  10 | 32137
GRADE 10|  2067| 19468|  5875|814| 28207 |139|  193  11|586|,57|  269  10 | 30897
GRADE 11|933|  9604|  3213|523| 14263 |139|  1056|425|,45|  1646 | 15904
GRADE 12|  1405| 17617|  8287|  1719| 29007 |75|986|374|,23|  1445 | 30447
MORE THAN GRADE 12  |692|  8433|  3003|281| 12403 |25  17|  257  15|  153  17|,11  15|  446  16 | 16864
---------------------------------------------------------------------------------------------------------------------------------,
Total reported| 2800 100|24972 100|11877 100| 1982 100|41631 100 |  148 100| 1700 100|  902 100|,75 100| 2825 100 |44456 100
|||||||||,||
Percent reported|89.3|92.8|91.8|90.4|92.2 |89.2|90.6|90.1|,86.2|90.3 |92.0
|||||||||,||
|||||||||,||
NOT REPORTED|  337| 1938| 1054|  211| 3540|18|  176|99|,12|  305| 3845
---------------------------------------------------------------------------------------------------------------------------------,
Total| 3137|26910|12931| 2193|45171|  166| 1876| 1001|,87| 3130|48301
|||||||||,||
|||||||||,||
|||||||||,||
|||||||||,||
|||||||||,||
AVG SPELLING SCORE  |6.80  |7.10  |6.18  |5.82  |6.76|9.54  |8.77  |8.14  |,7.25  |8.56|6.87
OTH FEMALE,|83,,3|  566,2|  275,2|52,,2|  976,2 |,74|,49,3|,,26,3|,2,2|84,3 | 1060,,2
OTH MALE,|17,,1|  112,0|55,0|9,,0|  193,0 |,00|,4,0|,,2,0|,1,1|7,0 |  200,,0
STEP-PARNTS,|22,,1|  398,2|  163,1|28,,1|  611,1 |,00|,3,0|,,3,0|,0,0|6,0 |  617,,1
FOSTER HOME,|43,,1|  296,1|  131,1|26,,1|  496,1 |,42|,42,2|,,12,1|,1,1|59,2 |  555,,1
GRAND PRNTS,|  267,,9| 2197,8|  795,6|  118,,6| 3377,8 |,23  14|  238  13|,,,,71,7|,7,8|  339  11 | 3716,,,8
OTHER,|62,,2|  633,2|  274,2|40,,2| 1009,2 |,32|,10,1|,,7,1|,1,1|21,1 | 1030,,2
"",|,|,|,|,|,|,|,|,|,,|,,|,
Percent reported,|94.7|,97.0|,96.6|,,97.3|96.8 |,,100.0|,98.7|,97.9|,,96.6|,,98.5 |,96.9
"",|,|,|,|,|,|,|,|,|,,|,,|,
"",|,|,|,|,|,|,|,|,|,,|,,|,
NOT RPTD,|  166,|  795,|  439,|,60| 1460,|,0|,24|,21|,3,|,48,| 1508,
FULL TIME|  736  26|12571  51| 6768  57|  914  47|20989  51 |,33  29|  640  48|  293  41|,21  30|  987  44 |21976  51
PART TIME|  473  17| 2439  10|  7496|  1045| 37659 |,33|574|274|,11|884 | 38539
UNEMPL < 6M|  2338| 2942  12| 1252  11|  215  11| 4642  11 |,109|  145  11|83  12|,10  14|  248  11 | 4890  11
UNEMPL > 6M|  366  13| 3763  15| 2147  18|  389  20| 6665  16 |,33|  225  17|  142  20|,21  30|  391  18 | 7056  16
NEVER WORKD|  918  32| 21709|  2412|191| 33488 |,36  32|  135  10|233|,23|  1969 | 35448
STUDENT|863|  2631|150|30|  3671 |,25  22|151|30|,00|432 |  4101
INCAPABLE|191|  4472|  6956|  320  16| 14814 |,44|  1189|  140  20|,15  21|  277  12 | 17584
OTHER|00|00|00|00|00 |,00|00|00|,00|00 |00
---------------------------------------------------------------------------------------------------------------------------------,,
Total reported| 2831 100|24595 100|11867 100| 1964 100|41257 100 |  114 100| 1335 100|  711 100|,,70 100| 2230 100 |43487 100
||||||,|||,||
Percent reported|90.2|91.4|91.8|89.6|91.3 |,68.7|71.2|71.0|,80.5|71.2 |90.0
||||||,|||,||
||||||,|||,||
NOT RPTD|  306| 2315| 1064|  229| 3914|,52|  541|  290|,17|  900| 4814
MARRIED|,32,1| 2712  10| 2151  17|  571  27| 5466  12 |,7,4|  271  15|  183  19|,17  20|  478  15 | 5944  13
SEPARATED|,9,0| 10124| 10378|  223  10| 22815 |,5,3|  195  11|  143  15|,78|  350  11 | 26316
DIVORCED|,4,0| 17417| 2793  22|  639  30| 5177  12 |,0,0|  205  11|  194  20|,22  26|  421  14 | 5598  12
WIDOWED|,0,0|840|  2512|  1547|  4891 |,0,0|312|636|,20  24|  1144 |  6031
COMMON LAW|,50,2| 23629| 1317  11|  1869| 39159 |,0,0|684|465|,34|  1174 | 40329
OTHER|,0,0|120|40|40|200 |,0,0|10|10|,00|20 |220
---------------------------------------------------------------------------------------------------------------------------------,,,,,
Total reported| 2972 100|26152 100|12510 100| 2139 100|43773 100 |  166 100| 1852 100|  984 100|,,,,,84 100| 3086 100 |46859 100
|,,|||||,,|||,||
Percent reported|,94.7|,97.2|96.7|97.5|96.9 |,100.0|,98.7|98.3|,96.6|98.6 |97.0
|,,|||||,,|||,||
|,,|||||,,|||,||
NOT RPTD|  165,,|  758|  421|54| 1398|,0,|24|17|,3|44| 1442
NO CHILDREN|0,0|  477,3|  482,5|,88,5| 1047,4 |,,00|,2,0|,7,1|,,11|,10,0 | 1057,4
ONE CHILD|  530  77| 6411  42| 2745  30|  341  19|10027  37 |,,,,,,,,46  72|  368  25|  172  20|,,,,,,11  15|  597  24 |10624  36,,,
TWO CHILDREN|  125  18| 4287  28| 2591  28|  425  24| 7428  28 |,,,,,,,,11  17|  445  30|  268  31|,,,,,,21  29|  745  30 | 8173  28,,,
THREE CHILDREN|25,4| 2287  15| 1663  18|  382  21| 4357  16 |,,,,,,,46|  365  25|  214  25|,,,,,,17  24|  600  24 | 4957  17,,,
FOUR CHILDREN|9,1| 1035,7|  857,9|  235  13| 2136,,,8 |,,23|  169  11|  109  13|,,,,,,10  14|  290  12 | 2426,,,8
FIVE CHILDREN|1,0|  483,3|  454,5|  144,,8| 1082,4 |,,00|,79,5|,45,5|,,34|  127,,5 | 1209,4
MORE THAN 5 CHILDREN|1,0|  345,2|  374,4|  179  10|  899,,,3 |,,12|,53,4|,43,5|,,9  13|  106,,4 | 1005,3
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
