5000,,,,,,,,
"","21,211",,,,,,,
"",(45%),,,,,,,
0000,,,,,,,,
5000,,,,,,,,
"",,,"10,095",,,,,
"",,,(21%),,,,,
0000,,,,,,,,
"",,,,,,,"6,379",
"",,,,,,,(14%),
"",,,,"3,745","3,445",,,
5000,,,,(8%),(7%),,,"1,821"
"",,224,,,,355,,(4%)
"",,(<1%),,,,(1%),,
Total,| 3298,|26573,|12285,| 2081,|44237,|  164,| 1887,|  986,|,90,| 3127,|47364
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
Total,| 3298,|26573,|12285,| 2081,|44237,|  164,| 1887,|  986,|,90,| 3127,|47364
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,87.3|,92.3|,91.6|,88.6|,91.6 |,86.6|,90.0|,92.8|,90.0|,90.7 |,91.5
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|94.0|,96.7|,96.5|,,95.7|96.4 |,,98.2|,98.0|,98.3|,95.6|,98.0 |96.5
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|  197,|  887,|  431,|,90| 1605,|,3|,38|,17|,4|,62| 1667
RURAL/FARM|34,1|  539,2|  658,6|  317  16| 1548,4 |,,11|,42,2|,32,3|,,17  20|92,3 | 1640,4
RURAL/NFARM|78,2| 1277,5|  771,6|  1588| 2284,5 |,,28  18|  290  16|  137  14|,,,,,,56|  460  15 | 2744,,6
S.M.S.A|  970  31| 8749  34| 3898  33|  558  28|14175  33 |,,,,,,25  16|  234  13|  139  14|,,,,,,15  17|  413  13 |14588  32,,
URBAN|  828  26| 5410  21| 2217  19|  260  13| 8715  20 |,,,,,,71  44|  712  39|  389  40|,,,,,,23  27| 1195  39 | 9910  21,,
SMALL TOWN| 1246  39| 9825  38| 4340  36|  712  35|16123  37 |,,,,,,34  21|  561  30|  270  28|,,,,,,25  29|  890  29 |17013  37,,
OTHER|14,0|  144,1|72,1|100|  240,1 |,,11|,10,1|,5,1|,,11|17,1 |  257,1
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,
Total reported| 3170 100|25944 100|11956 100| 2015 100|43085 100 |  160 100| 1849 100|  972 100|,,,,,,,,,,,,86 100| 3067 100 |46152 100,,
|,|,|,||,|,,|,,|,,|,,|,|,
Percent reported|96.1|,97.6|,97.3|,96.8|97.4 |,,,97.6|,98.0|,,98.6|,,,95.6|98.1 |,97.4,
|,|,|,||,|,,|,,|,,|,,|,|,
|,|,|,||,|,,|,,|,,|,,|,|,
NOT RPTD|  128,|  629,|  329,|66| 1152,|,,4|,38,|,14,|,,4|60,| 1212,
Total,| 3298,|26573,|12285,| 2081,|44237,|  164,| 1887,|  986,|,90,| 3127,|47364
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,96.0|,97.7|,97.4|,97.0|,97.4 |,97.0|,95.6|,96.2|,95.6|,95.9 |,97.3
