"",,,,,,,"10,158",,
"",,,,,,,(20%),,
0000,,,,,,,,,
8000,,,,,,,,,
"",,,,,,,"6,320",,
"",,,,,,,(13%),,
6000,,,,,,,"4,977",,
"",,"4,387 4,317",,,"4,336",,(10%),,
"",,"(9%) 3,951",(9%),,(9%),,,,
"",,(8%),,,"3,322",,,,
4000,,"3,122",,,,"3,103",,,
"",,(6%),,"2,460",(7%),(6%),,,
"","1,732",,,"(5%) 1,8931,7881,972",,,,,
"",,,,(4%) (4%) (4%),,,,,
2000,(3%),,,,,,,,
"",,,,,,,,,383
"",,,,,,,112,,
"",,,,,,,,,(1%)
"",,,,,,,(<1%),,
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|
"",,|,,|,,|,,|,,|,,,|,,,|,,|,,|,,|,|
Percent reported,|,,97.0|,97.6|,,97.2|,,,96.6|,97.4 |,,,,97.5|,,98.8|,,98.3|,,95.6|,,98.5 |,97.5
"",,|,,|,,|,,|,,|,,,|,,,|,,|,,|,,|,|
"",,|,,|,,|,,|,,|,,,|,,,|,,|,,|,,|,|
NOT RPTD,,|,91,|  657,,|  365,,|,75,| 1188,,|,,4,|,22,|,18,|,4,|,48,| 1236
"",|,|,|,|,|,,|,,|,,|,,|,|,|
Percent reported,|,97.9|,98.4|,97.9|,97.4|,98.2 |,,96.9|,,98.9|,,98.6|,95.6|,98.6 |,98.2
"",|,|,|,|,|,,|,,|,,|,,|,|,|
"",|,|,|,|,|,,|,,|,,|,,|,|,|
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
Percent reported,|,97.9|,98.4|,,98.0|,,,97.8|,98.2 |,,,,96.3|,,96.2|,,96.0|,,96.7|,96.2 |,98.1
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
NOT REPORTED,,|64,|  424,,|  266,,|,49,|  803,,|,,6,|,71,|,41,|,3,|  121,|  924
------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,
Total,,| 3009,|27139,,|13218,,| 2232,,|45598,,|  160,,,| 1878,,| 1033,,|,90,| 3161,|48759
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
"",,|,|,,|,,|,,|,,,|,,,|,,|,,|,|,|
Total,| 3009,|27139,|13218,| 2232,|45598,|  160,| 1878,| 1033,|,90,| 3161,|48759
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
