25000,,,,,,,,
"","21,067",,,,,,,
"",(45%),,,,,,,
"",,,,dneff,,,,
20000,,,,o xes,,,,
"",,,i,,,,,
15000,,,"ud/ti ba10,257",h,,,,
"",,,(22%),,,,,
10000,,,,,,,,
"",,,sso,,,,"6,252",
"",,,,p gur,,,(13%),
"",,,"3,707 3,535",,d,,,
5000,,,(8%)  (8%),,,,,"1,790"
"",,228,sel,a,,384,,(4%)
"",,(<1%),,s g ur,,(1%),,
Total,| 3312|26603,|12211,| 2022,|44148,,|  155| 1926,|  973,|,87,| 3141,,|47289
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
AVERAGE AGE,|  19.93  |  30.05  |  45.25  |  60.45  |  34.89,,,,,|  20.02  |  31.02  |  44.73  |  60.07  |  35.53,,,,,,|  34.93
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
WHITE MALE,|  946  29| 8556  32| 4823  39| 1141  56|15466  35 |,00|,0,0|,0,0|,,00|,0,0 |15466  33,
NON WHITE MALE,| 2366  71|18047  68| 7388  61|  881  44|28682  65 |,00|,0,0|,0,0|,,00|,0,0 |28682  61,
WHITE FEMALE,|00|00|00|00|00 |,68  44|  890  46|  435  45|,,,,,,49  56| 1442  46 | 1442,,,3
NON WHITE FEMALE,|00|00|00|00|00 |,87  56| 1036  54|  538  55|,,,,,,38  44| 1699  54 | 1699,,,4
Total,| 3312|26603,|12211,| 2022,|44148,,|  155| 1926,|  973,|,87,| 3141,,|47289
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
AVERAGE IQ,|  99.41  | 100.15  |  96.40  |  94.49  |  98.81,,,,,| 100.01  |  95.65  |  85.94  |  77.52  |  92.35,,,,,,|  98.38
