Total,| 3782|25485,|10469,| 1521,|41257,,|  169| 1792,|  705,|,62,| 2728,,|43985
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
AVERAGE AGE,|  19.92  |  30.30  |  45.02  |  60.87  |  34.21,,,,,|  19.86  |  31.35  |  44.43  |  59.74  |  34.66,,,,,,|  34.24
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
WHITE MALE,| 1033  27| 7686  30| 4032  39|  862  57|13613  33 |,00|,0,0|,0,0|,,00|,0,0 |13613  31,
NON WHITE MALE,| 2749  73|17799  70| 6437  61|  659  43|27644  67 |,00|,0,0|,0,0|,,00|,0,0 |27644  63,
WHITE FEMALE,|00|00|00|00|00 |,75  44|  724  40|  274  39|,,,,,,37  60| 1110  41 | 1110,,,3
NON WHITE FEMALE,|00|00|00|00|00 |,94  56| 1068  60|  431  61|,,,,,,25  40| 1618  59 | 1618,,,4
Total,| 3782|25485,|10469,| 1521,|41257,,|  169| 1792,|  705,|,62,| 2728,,|43985
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
"",||,|,|,|,,||,|,|,,|,,|
AVERAGE IQ,|  99.98  |  99.95  |  95.95  |  93.26  |  98.71,,,,,|  98.74  |  92.41  |  83.57  |  80.11  |  90.22,,,,,,|  98.19
Total reported,| 3629 100|24472 100| 9889 100| 1382 100|39372 100 |  149 100| 1686 100|  661 100|,57 100| 2553 100 |41925 100
"",|||||||||,||
Percent reported,|96.0|96.0|94.5|90.9|95.4 |88.2|94.1|93.8|,91.9|93.6 |95.3
"",|||||||||,||
"",|||||||||,||
NOT REPORTED,|  153| 1013|  580|  139| 1885|20|  106|44|,5|  175| 2060
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|93.2|,96.5|,96.1|,,94.8|96.0 |,,92.3|,95.6|,96.6|,95.2|95.6 |,96.0
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|  258,|  903,|  405,|,79| 1645,|,13|,79|,24|,3|  119,| 1764
WELFARE,|  3249| 1945,8|  672,7|,83,6| 3024,8 |,,29  19|  279  16|78  11|,,12|  387  15 | 3411,8
OCC EMPLOY,|  361  10| 2199,9|  526,5|,45,3| 3131,8 |,,11|131|41|,,23|201 | 3151,7
MINIMUM STD,| 1529  43| 9577  39| 4181  42|  684  47|15971  40 |,,,,,,,48  31|  580  34|  284  42|,,30  51|  942  36 |16913  40,
MIDDLE,| 1295  37|10685  43| 4614  46|  612  42|17206  43 |,,,,,,,75  48|  795  46|  297  44|,,24  41| 1191  46 |18397  44,
OTHER,|150|  176,1|71,1|,18,1|  280,1 |,,32|463|183|,,23|693 |  349,1
RURAL/FARM|22,1|  610,2|  700,7|  292  20| 1624,4 |,,32|,59,3|,49,7|,,12  21|  1235 | 1747,4
RURAL/NFARM|  113,3| 1589,6|  719,7|  1168| 2537,6 |,,21  14|  167  10|,,,43,6|,,6  11|  2379 | 2774,6
S.M.S.A| 1355  37| 9118  37| 3530  35|  389  26|14392  36 |,,,,,,30  19|  299  17|  129  19|,,,,,,10  18|  468  18 |14860  35,
URBAN|  770  21| 4525  18| 1674  16|  172  12| 7141  18 |,,,,,,51  33|  496  29|  217  32|,,,,,,10  18|  774  30 | 7915  18,
SMALL TOWN| 1414  38| 9000  36| 3545  35|  492  34|14451  36 |,,,,,,47  30|  684  40|  234  34|,,,,,,17  30|  982  38 |15433  36,
OTHER|14,0|  137,1|57,1|70|  215,1 |,,32|,13,1|,8,1|,,24|261 |  241,1
------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
Total reported| 3688 100|24979 100|10225 100| 1468 100|40360 100 |  155 100| 1718 100|  680 100|,,,,,,,,,,,,57 100| 2610 100 |42970 100,
|,|,|,||,|,,|,,|,,|,,||,
Percent reported|97.5|,98.0|,97.7|,96.5|97.8 |,,,91.7|,95.9|,,96.5|,,,91.9|95.7 |97.7,
|,|,|,||,|,,|,,|,,|,,||,
|,|,|,||,|,,|,,|,,|,,||,
NOT RPTD|94,|  506,|  244,|53|  897,|,,14|,74,|,25,|,,5|  118| 1015,
LESS THAN GRADE 7|45,1|  422,2|  471,5|  305  21| 1243,3 |,,00|,18,1|,213|,,,12  20|51,2 | 1294,3
GRADE 7|  107,3|  570,2|  364,4|  1258| 1166,3 |,,43|,49,3|,162|,,,12|70,3 | 1236,3
GRADE 8|  489  13| 2011,,8|  888,9|  149  10| 3537,9 |,,20  13|  150,,9|,518|,,,47|  225,9 | 3762,9
GRADE 9|  951  26| 3819  15| 1219  12|  146  10| 6135  15 |,,,,,,32  21|  230  14|,,,629|,,,23|  326  13 | 6461  15,,
GRADE 10| 1079  29| 5395  22| 1621  16|  147  10| 8242  20 |,,,,,,40  26|  274  16|,,,82  12|,,,10  17|  406  16 | 8648  20,,
GRADE 11|  756  20| 5079  20| 1370  13|  109,,,7| 7314  18 |,,,34  22|  299  18|,,,80  12|,,,6  10|  419  16 | 7733  18,,
GRADE 12|  220,6| 5259  21| 2545  25|  277  19| 8301  21 |,,,,,149|  294  17|  166  25|,,,,,,12  20|  486  19 | 8787  20,,
MORE THAN GRADE 12  |41,1| 2492  10| 1768  17|  218  15| 4519  11 |,,,,,106|  380  22|  186  28|,,,,,,13  22|  589  23 | 5108  12,,
------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,
Total reported| 3688 100|25047 100|10246 100| 1476 100|40457 100 |  154 100| 1694 100|  664 100|,,,,,,,,,,,,60 100| 2572 100 |43029 100,,
|,|,|,||,|,,|,,|,|,,,|,|,
Percent reported|97.5|,98.3|,97.9|,97.0|98.1 |,,,91.1|,94.5|,,94.2|,,,96.8|94.3 |,97.8,
|,|,|,||,|,,|,,|,|,,,|,|,
|,|,|,||,|,,|,,|,|,,,|,|,
NOT REPORTED|94,|  438,|  223,|45|  800,|,,15|,98,|,41|,,,2|  156,|  956,
------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,
Total| 3782,|25485,|10469,| 1521|41257,|  169,,| 1792,,|  705,|,,,62| 2728,|43985,
|,|,|,||,|,,|,,|,|,,,|,|,
|,|,|,||,|,,|,,|,|,,,|,|,
