5000,,,,,,,,
"","21,212",,,,,,,
"",(45%),,,,,,,
0000,,,,,,,,
5000,,,,,,,,
"",,,"10,103",,,,,
"",,,(21%),,,,,
0000,,,,,,,,
"",,,,,,,"6,422",
"",,,,,,,(14%),
"",,,,"3,764","3,406",,,
5000,,,,(7%),(7%),,,"1,822"
"",,227,,,,354,,(4%)
"",,(<1%),,,,(1%),,
Total,| 3197,|26564,|12368,| 2102,|44231,|  168,| 1891,| 1005,|,83,| 3147,|47378
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0|,100.0|,100.0|,100.0|,100.0 |,100.0
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
NOT REPORTED,|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0
Total,| 3197,|26564,|12368,| 2102,|44231,|  168,| 1891,| 1005,|,83,| 3147,|47378
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,,|,|
"",|,|,|,|,|,|,|,|,|,|,|,
Percent reported,|,86.2|,91.8|,91.0|,88.4|,91.0 |,90.5|,91.6|,93.9|,88.0|,92.2 |,91.1
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|,
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|95.3|,97.1|,96.6|,,96.3|96.8 |,,100.0|,98.3|,99.0|,95.2|,98.5 |96.9
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|  150,|  759,|  419,|,77| 1405,|,0|,33|,10|,4|,47| 1452
WELFARE,|  334  11| 20548|  841,7|  113,6| 3342,8 |,,19  11|  252  14|94,9|,,00|  365  12 | 3707,8
OCC EMPLOY,|  2358| 18767|  524,4|54,3| 2689,6 |,,21|50|5,1|,,23|140 | 2703,6
MINIMUM STD,| 1387  46|11110  43| 5197  43|  962  48|18656  44 |,,,,,50  30|  547  29|  372  37|,,,40  51| 1009  33 |19665  43,
MIDDLE,| 1029  34|10510  41| 5272  44|  880  43|17691  41 |,,,,,94  56| 1017  55|  510  51|,,,34  43| 1655  53 |19346  42,
OTHER,|622|  2551|  115,1|16,1|  448,1 |,,32|372|14,1|,,34|572 |  505,1
"",|,|,|,|,|,|,|,|,|,|,|
Percent reported,|,97.2|98.1|,97.4|,,97.5|97.8 |,,99.4|,98.3|,99.3|,95.2|,98.6 |97.9
"",|,|,|,|,|,|,|,|,|,|,|
"",|,|,|,|,|,|,|,|,|,|,|
NOT RPTD,|,88|  496,|  319,|,53|  956,|,1|,32|,7|,4|,44| 1000
GRADE 8|  442  14| 23289| 1056,9|  232  11| 4058,9 |,,18  11|  1659|,79,8|,,68|  2689 | 4326,9
GRADE 9|  797  26| 4277  16| 1563  13|  200  10| 6837  16 |,,,,33  20|  268  15|  101  10|,,,,34|  405  13 | 7242  16,
GRADE 10|  841  27| 5904  23| 2024  17|  210  10| 8979  21 |,,,,40  24|  304  17|  139  14|,,,,11  14|  494  16 | 9473  20,
GRADE 11|  657  21| 5336  20| 1650  14|  167,8| 7810  18 |,,,45  27|  304  17|  110  11|,,,,56|  464  15 | 8274  18,
GRADE 12|  1866| 4759  18| 3015  25|  404  20| 8364  19 |,,,,117|  272  15|  221  23|,,,,20  25|  524  17 | 8888  19,
MORE THAN GRADE 12  |431| 23139| 1976  16|  344  17| 4676  11 |,,,,148|  431  24|  282  29|,,,,17  22|  744  25 | 5420  12,
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Total reported| 3108 100|26071 100|12063 100| 2054 100|43296 100 |  165 100| 1809 100|  978 100|,,,,,,,,79 100| 3031 100 |46327 100,
|||,||,|,,||,,|,,||,
Percent reported|97.2|98.1|97.5|,97.7|97.9 |,,,98.2|95.7|,97.3|,,,95.2|96.3 |97.8,
|||,||,|,,||,,|,,||,
|||,||,|,,||,,|,,||,
NOT REPORTED|89|  493|  305,|48|  935,|,,3|82|,27,|,,4|  116| 1051,
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Total| 3197|26564|12368,| 2102|44231,|  168,,| 1891| 1005,,|,,83| 3147|47378,
|||,||,|,,||,,|,,||,
|||,||,|,,||,,|,,||,
|||,||,|,,||,,|,,||,
|||,||,|,,||,,|,,||,
|||,||,|,,||,,|,,||,
AVG EDUCATION LEVEL |9.75  |  10.82  |  11.53  |  10.33  |  10.92,,|  11.31  |  13.06  |  13.75  |  11.49  |  13.15,,,,,,|  11.06,
LESS THAN GRADE 6| 1110  40| 8663  35| 4801  43|  860  46|15434  38 |,37  24|  419  24|  268  28|,26  35|  750  26 |16184  37
6TH THRU 8TH GRADE  |  618  22| 5471  22| 2432  22|  338  18| 8859  22 |,39  26|  325  19|  178  19|,12  16|  554  19 | 9413  22
GRADE 9|  2128| 22079|  8518|  1417| 34118 |,149|  1458|647|,45|  2278 | 36388
GRADE 10|  1094| 11395|  4194|744| 17414 |,64|764|323|,34|  1174 | 18584
GRADE 11|  1315| 11085|  4104|623| 17114 |,32|774|374|,57|  1224 | 18334
GRADE 12|  395  14| 3868  16| 1823  16|  343  18| 6429  16 |,85|  1468|829|,79|  2438 | 6672  15
MORE THAN GRADE 12  |  1877| 20128|  5365|653| 28007 |,45  30|  546  31|  281  30|,17  23|  889  31 | 36899
---------------------------------------------------------------------------------------------------------------------------------,,
Total reported| 2762 100|24468 100|11272 100| 1883 100|40385 100 |  152 100| 1734 100|  942 100|,,74 100| 2902 100 |43287 100
||||||,|||,||
Percent reported|86.4|92.1|91.1|89.6|91.3 |,90.5|91.7|93.7|,89.2|92.2 |91.4
||||||,|||,||
||||||,|||,||
NOT REPORTED|  435| 2096| 1096|  219| 3846|,16|  157|63|,9|  245| 4091
---------------------------------------------------------------------------------------------------------------------------------,,
Total| 3197|26564|12368| 2102|44231|  168,| 1891| 1005|,83| 3147|47378
||||||,|||,||
||||||,|||,||
||||||,|||,||
||||||,|||,||
||||||,|||,||
AVG READING SCORE|7.61  |7.96  |7.27  |7.04  |7.70|,9.00  |9.27  |8.91  |,8.14  |9.11|7.80
GRADE 9|  210,8| 2307,9|  830,7|  140,7| 3487,9 |,17  11|  221  13|,90  10|,57|  333  11 | 3820,,9
GRADE 10|  115,4| 1348,6|  613,5|  124,7| 2200,5 |,149|  1438|,616|,8  11|  226,8 | 2426,6
GRADE 11|59,2|  808,3|  364,3|84,4| 1315,3 |,64|855|,364|,57|  132,5 | 1447,3
GRADE 12|40,1|  469,2|  310,3|82,4|  901,2 |,53|251|,192|,00|49,2 |  950,2
MORE THAN GRADE 12  |19,1|  207,1|69,1|18,1|  313,1 |,32|473|,253|,34|78,3 |  391,1
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,
Total reported| 2762 100|24470 100|11283 100| 1884 100|40399 100 |  152 100| 1734 100|  943 100|,,,,,,,,74 100| 2903 100 |43302 100,,
|,|,|,|,|,|,||,|,|,|,
Percent reported|86.4|,92.1|,91.2|,89.6|,91.3 |,,90.5|91.7|,93.8|,89.2|92.2 |,91.4,
|,|,|,|,|,|,||,|,|,|,
|,|,|,|,|,|,||,|,|,|,
NOT REPORTED|  435,| 2094,| 1085,|  218,| 3832,|,16|  157|,62|,9|  244,| 4076,
---------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,
Total| 3197,|26564,|12368,| 2102,|44231,|  168,| 1891| 1005,|,83| 3147,|47378,
|,|,|,|,|,|,||,|,|,|,
|,|,|,|,|,|,||,|,|,|,
|,|,|,|,|,|,||,|,|,|,
|,|,|,|,|,|,||,|,|,|,
|,|,|,|,|,|,||,|,|,|,
AVG MATH SCORE|6.77  |,7.12  |,6.73  |,6.48  |,6.96,|,7.65  |7.64  |,7.07  |,6.48  |7.43,|6.99,
|,|,|,|,|,,|,|,|,|,|,,|,
|,|,|,|,|,,|,|,|,|,|,,|,
|,|,|,|,|,,|,|,|,|,|,,|,
|,|,|,|,|,,|,|,|,|,|,,|,
|,|,|,|,|,,|,|,|,|,|,,|,
AVG SPELLING SCORE  |,6.79  |,7.03  |,6.13  |,5.80  |,6.71,|,9.03  |,8.72  |,8.15  |,7.30  |,8.51,|,6.83
ORPHANAGE|2,0|22,,0|28,,0|10,,0|62,,0 |,,00|0,,0|,1,0|,,00|1,,0 |63,,0
FATHER ONLY|  122,4|  749,,3|  331,,3|40,,2| 1242,,3 |,,64|59,,3|,30,3|,,22|97,,3 | 1339,,3
FTR MTR HD|  221,7| 1624,,6|  761,,6|  113,,5| 2719,,6 |,,159|  123,,7|,74,7|,,00|  212,,7 | 2931,,6
MOTHER ONLY| 1577  51|11855  45| 3994  33|  484  24|17910  41 |,,,,,,,,,,,60  36|  666  36|  269  27|,,,,,,20  25| 1015  33 |18925  41,,,,
MTR FTR HD|  667  21| 7738  30| 5277  44| 1140  55|14822  34 |,,,,,,,,,,,48  29|  679  36|  508  51|,,,,,,46  57| 1281  41 |16103  35,,,,
OTH FEMALE|69,2|  570,,2|  272,,2|51,,2|  962,,2 |,,64|45,,2|,22,2|,,34|76,,2 | 1038,,2
OTH MALE|23,1|  104,,0|50,,0|9,,0|  186,,0 |,,00|4,,0|,2,0|,,11|7,,0 |  193,,0
STEP-PARNTS|26,1|  409,,2|  146,,1|28,,1|  609,,1 |,,00|3,,0|,6,1|,,00|9,,0 |  618,,1
